ma_mon,ten_mon,nhom_mon,stt_thanh_phan,thanh_phan_goc,thanh_phan_chuan_hoa,ten_tham_chieu_tieng_anh,nhom_thanh_phan,trang_thai_tham_chieu,vai_tro_trong_mon,phan_an_duoc,loai_dong,nhom_lua_chon,tinh_vao_tong_mac_dinh,khoi_luong_uoc_tinh_g_moi_suat,kcal_tren_100g,kcal_uoc_tinh_thanh_phan_trong_suat,tong_kcal_uoc_tinh_tu_thanh_phan_da_liet_ke_mac_dinh,ty_le_kcal_trong_tong_thanh_phan_da_liet_ke_phan_tram,co_so_khoi_luong,pham_vi_du_lieu,nguon_kcal,ma_du_lieu_nguon,energy_nutrient_field,ten_ban_ghi_nguon,url_nguon_kcal,url_nguon_mon_goc,do_tin_cay_kcal_100g,do_tin_cay_khoi_luong,ghi_chu,ngay_tra_cuu
HN093,Miến cua,Món miến,4,rau cần,Rau cần nước,Water dropwort,rau lá/thân,tươi,rau_chinh_hoac_an_kem,có,thành phần được liệt kê,,có,60,18,10.8,377.8,2.9,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Water dropwort,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Phần thân lá ăn được. Khối lượng rau ăn được trong một suất.,2026-08-02
HN093,Miến cua,Món miến,5,hành phi,Hành phi,Fried shallots,gia vị chiên,chiên giòn,topping_thom_beo,có,thành phần được liệt kê,,có,10,550,55,377.8,14.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Fried shallots,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,thap,thap,Phụ thuộc lượng dầu hấp thụ. Một thìa hành phi rắc mặt.,2026-08-02
HN094,Miến gà,Món miến,1,miến dong,Miến dong chín,"Canna/glass noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,160,80,128,394.1,32.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Canna/glass noodles, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Không dùng giá trị miến khô. Khối lượng miến đã ngâm/nấu trong một phần.,2026-08-02
HN094,Miến gà,Món miến,2,gà,Thịt gà chín,"Chicken meat, cooked",thịt gia cầm,"chín, thịt và da đại diện",dam_chinh,có,thành phần được liệt kê,,có,100,239,239,394.1,60.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Chicken meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Biến thiên theo phần cắt và có da hay không. Khối lượng thịt chín ăn được trong một suất; gà tùy chọn chỉ tính khi thực sự thêm.,2026-08-02
HN094,Miến gà,Món miến,3,măng,Măng tươi chín,"Bamboo shoots, cooked",rau,luộc/chín,rau_cu,có,thành phần được liệt kê,,có,60,27,16.2,394.1,4.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Bamboo shoots, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,cao,thap,Không tính măng khô. Khối lượng rau/củ chín hoặc sơ chế trong một suất.,2026-08-02
HN094,Miến gà,Món miến,4,hành,Hành lá,"Spring onion, raw",rau thơm,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,32,6.4,394.1,1.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Spring onion, raw",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,"Giả định hành lá, không phải hành củ. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.",2026-08-02
HN094,Miến gà,Món miến,5,rau răm,Rau răm,Vietnamese coriander,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,394.1,1.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese coriander,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/10-must-try-hanoi-dishes/,trung_binh,thap,Ước tính theo rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN095,Miến lươn,Món miến Hà Nội,1,miến dong,Miến dong chín,"Canna/glass noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,160,80,128,441.5,29,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Canna/glass noodles, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Không dùng giá trị miến khô. Khối lượng miến đã ngâm/nấu trong một phần.,2026-08-02
HN095,Miến lươn,Món miến Hà Nội,2,lươn,Thịt lươn chín,"Eel, cooked",cá,"chín, phần thịt",dam_chinh_thuy_san,có,thành phần được liệt kê,,có,100,236,236,441.5,53.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Eel, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Không tính xương; dầu chiên tính riêng. Khối lượng phần thịt ăn được sau khi bỏ xương/da không ăn.,2026-08-02
HN095,Miến lươn,Món miến Hà Nội,3,giá,Giá đỗ xanh,"Mung bean sprouts, raw",rau mầm,"tươi, sống",rau_chinh_hoac_an_kem,có,thành phần được liệt kê,,có,60,30,18,441.5,4.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Mung bean sprouts, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Giá đỗ xanh tươi. Khối lượng rau ăn được trong một suất.,2026-08-02
HN095,Miến lươn,Món miến Hà Nội,4,rau răm,Rau răm,Vietnamese coriander,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,441.5,1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese coriander,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Ước tính theo rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN095,Miến lươn,Món miến Hà Nội,5,hành phi,Hành phi,Fried shallots,gia vị chiên,chiên giòn,topping_thom_beo,có,thành phần được liệt kê,,có,10,550,55,441.5,12.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Fried shallots,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Phụ thuộc lượng dầu hấp thụ. Một thìa hành phi rắc mặt.,2026-08-02
HN096,Bún mắm,Món miền Nam,1,bún,Bún tươi,"Rice vermicelli, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,527.3,37.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice vermicelli, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Bún gạo tươi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN096,Bún mắm,Món miền Nam,2,mắm cá,Mắm cá lên men,Fermented fish paste,gia vị/nước chấm,lên men,mam_dac,có,thành phần được liệt kê,,có,18,140,25.2,527.3,4.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Fermented fish paste,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Biến thiên theo loại cá và đường. Lượng mắm đặc thực ăn/nấu trong một phần.,2026-08-02
HN096,Bún mắm,Món miền Nam,3,tôm,Tôm chín,"Shrimp, cooked",hải sản,"chín, phần ăn được",dam_hai_san_hoac_hon_hop,có,thành phần được liệt kê,,có,54.4,99,53.9,527.3,10.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Shrimp, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,"Không tính vỏ và đầu bỏ đi. Khối lượng phần ăn được, bỏ vỏ/xương; chuỗi có dấu gạch chéo là một lựa chọn/hỗn hợp. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN096,Bún mắm,Món miền Nam,4,mực,Mực chín,"Squid, cooked",hải sản,"chín, phần ăn được",dam_hai_san_hoac_hon_hop,có,thành phần được liệt kê,,có,54.4,92,50,527.3,9.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Squid, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,"Không tính dầu chiên/sốt. Khối lượng phần ăn được, bỏ vỏ/xương; chuỗi có dấu gạch chéo là một lựa chọn/hỗn hợp. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN096,Bún mắm,Món miền Nam,5,thịt quay,Thịt lợn quay,Roast pork,thịt,"quay chín, có da",dam_chinh,có,thành phần được liệt kê,,có,51.2,350,179.2,527.3,34,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Roast pork,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Biến thiên theo phần cắt và lớp mỡ. Khối lượng thịt lợn thành phẩm trong một suất. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.,2026-08-02
HN096,Bún mắm,Món miền Nam,6,rau,Rau hỗn hợp,Mixed vegetables,rau củ,tươi hoặc chín nhẹ,rau_an_kem,có,thành phần được liệt kê,,có,70,30,21,527.3,4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mixed vegetables,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Tên chung; dùng trung bình rau ít tinh bột. Một nắm/đĩa rau ăn kèm cho một người; nếu là nguyên liệu đầu tiên của salad/nộm có thể nâng lên 120–150 g.,2026-08-02
HN097,Bún thịt nướng,Món miền Nam,1,bún,Bún tươi,"Rice vermicelli, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,545.6,36.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice vermicelli, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Bún gạo tươi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN097,Bún thịt nướng,Món miền Nam,2,thịt lợn nướng,Thịt lợn nướng,Grilled pork,thịt,nướng chín,dam_chinh,có,thành phần được liệt kê,,có,80,280,224,545.6,41.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Grilled pork,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Đã gồm phần ướp bám nhẹ; phần cắt thay đổi. Khối lượng thịt lợn thành phẩm trong một suất.,2026-08-02
HN097,Bún thịt nướng,Món miền Nam,3,rau,Rau hỗn hợp,Mixed vegetables,rau củ,tươi hoặc chín nhẹ,rau_an_kem,có,thành phần được liệt kê,,có,70,30,21,545.6,3.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mixed vegetables,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Tên chung; dùng trung bình rau ít tinh bột. Một nắm/đĩa rau ăn kèm cho một người; nếu là nguyên liệu đầu tiên của salad/nộm có thể nâng lên 120–150 g.,2026-08-02
HN097,Bún thịt nướng,Món miền Nam,4,lạc,Lạc nhân,Peanuts,hạt/đậu,khô hoặc rang,hat_beo_topping,có,thành phần được liệt kê,,có,15,567,85.1,545.6,15.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Peanuts,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,"Nhân lạc ăn được, không vỏ. Một nhúm hạt/lạc/vừng làm topping.",2026-08-02
HN097,Bún thịt nướng,Món miền Nam,5,đồ chua,Rau củ ngâm chua ngọt,Pickled vegetables,rau muối chua,ngâm chua ngọt,rau_muoi_chua,có,thành phần được liệt kê,,có,50,35,17.5,545.6,3.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Pickled vegetables,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Phụ thuộc lượng đường trong nước ngâm. Khẩu phần rau muối/chua dùng kèm hoặc nấu trong một suất.,2026-08-02
HN098,Cơm tấm,Món miền Nam,1,gạo tấm,Gạo tấm khô,"Broken rice, dry",ngũ cốc,"khô, chưa nấu",tinh_bot_chinh_kho,có,thành phần được liệt kê,,có,80,360,288,954.1,30.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Broken rice, dry",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Gần tương đương gạo trắng khô. Khối lượng gạo khô quy đổi cho một phần sau nấu.,2026-08-02
HN098,Cơm tấm,Món miền Nam,2,sườn,"Sườn lợn chín, phần thịt","Pork ribs, cooked, meat only",thịt,"chín, phần ăn được",dam_chinh_co_xuong,có,thành phần được liệt kê,,có,74.4,291,216.5,954.1,22.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Pork ribs, cooked, meat only",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Không tính trọng lượng xương. Khối lượng phần thịt/da ăn được sau khi bỏ xương. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.,2026-08-02
HN098,Cơm tấm,Món miền Nam,3,bì,Bì lợn chín,"Pork skin, cooked",thịt/nội tạng,chín,dam_noi_tang_bi,có,thành phần được liệt kê,,có,44.7,550,245.9,954.1,25.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Pork skin, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Biến thiên theo lượng mỡ còn bám. Khối lượng nội tạng/bì chín trong một phần. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.,2026-08-02
HN098,Cơm tấm,Món miền Nam,4,chả trứng,Chả trứng hấp/nướng,Vietnamese egg meatloaf,trứng/thịt chế biến,chín,dam_che_bien,có,thành phần được liệt kê,,có,40.9,190,77.7,954.1,8.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese egg meatloaf,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,"Phụ thuộc tỷ lệ trứng, thịt và miến. Một phần chả/giò ăn kèm; giò sống được hiểu là khối lượng sau nấu gần tương đương. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN098,Cơm tấm,Món miền Nam,5,mỡ hành,Mỡ hành,Scallion oil,chất béo/nước sốt,hành chín trong dầu,chat_beo_topping,có,thành phần được liệt kê,,có,18,700,126,954.1,13.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Scallion oil,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Ước tính hỗn hợp chủ yếu là dầu. Lượng mỡ/tóp mỡ ăn được trong một suất.,2026-08-02
HN099,Hủ tiếu bò kho,Món miền Nam,1,thịt bò,Thịt bò chín,"Beef, cooked",thịt,chín,dam_chinh,có,thành phần được liệt kê,,có,90,250,225,458.9,49,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Beef, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Giá trị đại diện phần cắt nạc-mỡ vừa. Khối lượng thịt bò chín/nhúng trong một suất.,2026-08-02
HN099,Hủ tiếu bò kho,Món miền Nam,2,cà rốt,Cà rốt,"Carrot, raw",rau củ,tươi,rau_cu,có,thành phần được liệt kê,,có,60,41,24.6,458.9,5.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Carrot, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Phần củ ăn được. Khối lượng rau/củ chín hoặc sơ chế trong một suất.,2026-08-02
